pay_method,order_hour_of_day,days_since_prior_order,Total_Price,total_barang,time_pickup_sec,time_service_sec
1,14,13,152.44,21,1141,151
3,14,6,134.44,23,1070,196
1,14,9,47.04,8,463,183
1,14,30,66.99,8,515,168
3,14,18,54.03,7,344,301
1,14,7,153.72,19,952,220
3,14,15,150.35,23,1224,226
3,14,22,66.32,11,630,129
3,14,5,98.65,18,790,300
2,14,30,67.49,1,52,322
1,14,9,141.91,22,971,240
3,14,6,141.0,25,1093,395
1,14,30,38.24,6,399,225
3,14,19,8.98,1,76,324
1,14,30,60.06,10,581,126
1,14,2,25.59,4,211,309
2,14,23,4.19,1,191,163
1,14,4,45.68,9,520,239
1,14,2,21.47,3,262,219
2,14,5,7.99,1,190,168
2,14,12,12.97,2,142,325
1,14,29,56.14,10,549,191
1,14,6,91.11,13,704,201
1,14,4,90.01,13,775,201
3,14,30,94.22,14,668,345
3,14,7,170.17,23,1074,317
3,14,18,127.43,18,971,232
1,14,4,20.88,2,121,348
2,14,15,126.94,20,1080,214
1,14,10,51.59,9,395,399
1,14,27,57.09,9,443,384
1,14,14,29.86,5,360,190
2,14,7,53.53,9,493,236
1,14,7,139.71,24,905,482
3,14,30,111.91,23,1077,254
1,14,19,41.02,5,200,393
3,14,18,29.69,5,427,130
3,14,17,70.71,13,577,397
2,14,8,4.89,1,207,183
1,14,7,252.52,38,1634,209
3,14,24,38.31,8,517,173
3,14,19,121.68,19,767,384
3,14,1,3.49,1,132,230
1,14,24,57.38,10,535,265
3,14,6,72.41,11,616,214
3,14,30,88.16,11,511,376
1,14,21,7.99,1,124,259
2,14,30,72.0,12,601,241
3,14,1,90.19,12,669,174
3,14,7,65.69,11,638,208
3,14,7,106.71,14,765,189
2,14,7,47.73,7,327,278
1,14,30,62.4,8,408,324
3,14,30,50.66,6,363,273
2,14,30,101.76,16,841,173
3,14,15,50.21,9,524,251
1,14,21,22.26,4,215,345
1,14,30,159.72,27,1241,143
1,14,8,33.03,7,512,130
1,14,15,59.75,9,550,197
3,14,24,17.79,2,149,298
3,14,14,28.11,6,398,176
1,14,14,97.96,16,773,241
1,14,27,161.25,24,1174,231
2,14,4,69.32,9,568,134
3,14,5,5.48,2,314,143
1,14,30,197.52,24,1227,232
2,14,6,35.14,4,316,223
1,14,14,6.88,2,230,254
3,14,14,179.03,29,1290,233
1,14,7,48.72,10,583,144
1,14,13,195.5,32,1377,314
2,14,5,4.19,1,47,335
3,14,21,16.59,3,314,132
3,14,19,61.61,10,567,238
1,14,7,92.46,12,642,265
1,14,30,32.91,6,436,164
3,14,30,48.06,9,511,153
3,14,30,50.2,8,493,130
1,14,30,122.16,19,920,227
1,14,16,236.23,40,1728,220
3,14,30,23.16,4,353,180
1,14,7,115.52,18,915,140
2,14,30,29.52,5,249,347
2,14,30,75.56,11,658,186
3,14,6,52.76,10,570,194
3,14,15,82.62,13,770,169
3,14,8,39.68,9,593,126
1,14,7,61.73,10,670,163
1,14,30,63.59,8,526,211
1,14,7,71.36,10,500,341
2,14,2,194.84,26,1164,257
1,14,23,20.46,4,332,175
3,14,21,15.88,2,274,185
3,14,24,8.38,1,205,233
3,14,26,78.11,15,664,283
1,14,30,79.21,12,719,166
3,14,30,33.92,6,414,235
1,14,30,34.52,6,313,297
2,14,30,30.65,4,309,141
2,14,30,14.74,3,219,263
1,14,7,83.33,16,729,322
3,14,5,59.04,9,555,152
1,14,13,126.71,18,949,235
1,14,8,42.94,5,391,162
1,14,5,29.62,4,322,226
3,14,30,31.31,7,420,202
3,14,7,50.25,7,483,180
3,14,11,84.91,15,740,231
3,14,6,13.47,3,316,210
2,14,18,9.14,2,16,512
2,14,30,97.29,16,907,187
3,14,7,105.44,18,984,169
3,14,18,103.21,15,768,243
3,14,14,4.49,1,123,318
1,14,28,57.3,8,503,208
1,14,7,75.8,12,290,566
1,14,15,12.13,2,269,172
1,14,15,29.98,2,123,365
1,14,5,63.23,10,577,134
2,14,30,21.26,3,312,143
3,14,30,222.54,13,694,173
3,14,3,55.71,10,546,279
1,14,7,44.52,7,302,309
3,14,30,82.14,15,788,280
1,14,30,84.6,9,353,291
3,14,4,117.72,7,522,142
2,14,8,35.8,7,444,193
1,14,8,47.58,9,507,174
1,14,30,46.09,7,213,388
2,14,11,56.29,9,616,150
2,14,7,199.61,26,1272,173
3,14,30,54.8,10,484,279
2,14,11,56.02,11,572,286
1,14,30,45.53,7,421,253
1,14,11,20.22,3,367,150
3,14,14,52.77,7,464,216
3,14,30,66.71,10,491,365
3,14,22,16.98,2,340,142
2,14,4,148.38,24,1146,236
1,14,30,47.14,8,427,194
3,14,14,51.55,8,493,191
2,14,20,54.65,8,451,232
3,14,20,112.74,17,872,208
3,14,30,106.03,15,713,223
1,14,7,114.49,18,847,300
3,14,4,34.99,3,344,141
1,14,30,179.71,30,1354,292
2,14,8,83.19,13,742,133
1,14,30,41.42,7,409,247
2,14,30,149.66,26,1176,215
1,14,30,33.41,5,353,187
3,14,30,28.92,5,337,182
3,14,26,72.48,12,739,140
2,14,2,19.35,5,357,202
2,14,14,25.54,6,401,225
3,14,4,68.46,10,604,155
1,14,30,143.87,15,833,186
2,14,8,12.67,3,196,274
1,14,7,47.37,5,342,203
3,14,3,78.21,12,582,280
2,14,30,18.7,4,198,341
1,14,7,71.45,11,579,242
3,14,5,132.09,17,800,250
2,14,30,14.82,3,233,260
3,14,30,27.67,5,404,173
3,14,4,27.67,5,416,167
1,14,0,26.43,4,363,172
1,14,30,122.62,18,948,153
3,14,28,86.76,13,755,140
1,14,30,49.3,5,397,147
2,14,30,64.53,10,295,470
2,14,8,21.97,4,284,246
1,14,5,57.62,8,485,159
2,14,6,19.87,3,245,222
3,14,30,7.88,2,230,197
2,14,1,53.39,7,436,168
1,14,25,83.48,13,681,162
1,14,30,34.96,3,267,184
2,14,18,11.18,2,240,150
3,14,30,50.01,7,416,174
1,14,14,385.37,55,2615,213
3,14,15,29.46,4,218,320
2,14,30,21.95,3,162,350
3,14,8,99.86,16,756,253
3,14,30,360.94,54,2470,146
3,14,1,46.51,7,466,144
1,14,13,85.22,16,851,186
1,14,13,30.35,6,181,419
1,14,18,23.4,4,333,165
1,14,21,117.52,15,799,175
2,14,14,127.17,17,891,170
3,14,29,31.91,5,304,223
3,14,4,20.36,4,365,163
1,14,30,53.52,8,443,195
1,14,7,124.68,15,801,198
3,14,2,23.98,2,231,163
3,14,7,145.33,18,889,252
3,14,30,141.65,20,1033,130
3,14,14,76.26,13,680,215
1,14,7,70.0,8,533,168
3,14,30,24.86,4,348,156
2,14,30,103.46,19,1006,190
3,14,3,39.9,6,438,164
3,14,30,31.48,6,361,178
2,14,30,70.55,13,715,197
2,14,3,45.6,8,519,193
3,14,5,89.46,16,419,679
1,14,7,71.91,10,614,196
2,14,30,79.57,12,632,223
3,14,3,55.12,9,448,286
3,14,20,96.62,13,683,231
2,14,12,49.99,8,408,284
2,14,8,64.61,8,521,191
3,14,30,17.8,4,351,143
2,14,4,23.93,5,273,252
3,14,30,69.32,13,666,194
3,14,6,38.45,5,385,160
1,14,30,180.24,21,1092,149
2,14,9,64.99,11,295,659
3,14,30,92.53,17,829,330
1,14,21,84.82,11,651,152
3,14,22,112.57,13,629,266
3,14,22,71.21,10,548,210
1,14,6,101.26,15,829,159
3,14,25,48.52,7,404,308
3,14,0,70.92,9,554,172
1,14,3,37.02,6,416,264
1,14,29,89.66,12,687,156
2,14,4,70.11,12,713,171
1,14,10,23.28,4,370,164
1,14,14,139.96,24,1166,219
3,14,7,86.43,11,611,224
2,14,2,107.53,21,1028,157
3,14,16,24.57,3,217,288
1,14,30,43.88,8,524,136
2,14,1,34.84,4,336,208
2,14,0,21.01,2,308,183
1,14,7,98.42,14,767,165
1,14,7,45.51,6,378,265
2,14,4,23.96,4,314,221
2,14,30,95.46,12,643,217
3,14,15,184.8,28,1359,177
3,14,8,180.58,30,1386,158
3,14,27,154.6,22,1105,131
1,14,30,19.98,2,145,302
3,14,4,70.17,12,756,207
1,14,8,63.8,8,466,192
2,14,3,96.91,16,857,192
3,14,17,29.55,5,327,298
2,14,30,112.46,18,1047,160
3,14,11,65.89,9,622,140
3,14,24,59.81,7,326,245
1,14,18,71.41,11,443,365
2,14,16,126.62,19,964,188
2,14,6,80.33,12,661,131
1,14,5,41.9,10,560,219
3,14,17,74.37,7,500,177
2,14,8,110.89,13,620,299
3,14,30,27.95,5,331,197
2,14,29,4.19,1,123,286
3,14,9,99.96,18,893,175
3,14,30,83.81,10,610,260
1,14,7,243.89,31,1494,192
2,14,13,47.72,8,450,216
1,14,2,273.74,39,1843,268
3,14,30,9.48,2,220,217
2,14,10,25.91,6,400,244
3,14,2,100.25,13,602,267
3,14,30,182.1,24,1237,151
3,14,12,134.55,19,1091,171
1,14,30,16.98,3,301,131
2,14,4,28.12,5,244,361
3,14,13,109.73,15,489,530
1,14,11,7.99,1,98,314
2,14,20,91.02,15,835,133
3,14,29,141.9,20,1020,273
1,14,0,50.63,8,497,244
3,14,30,17.37,2,210,240
3,14,4,8.38,2,160,340
1,14,30,73.75,12,673,203
2,14,30,27.04,5,328,283
3,14,30,134.32,20,1003,213
2,14,30,17.17,3,136,392
3,14,14,73.75,11,348,410
2,14,5,37.73,4,311,220
3,14,22,21.38,2,252,192
3,14,7,23.26,3,296,226
1,14,30,4.29,1,245,130
2,14,6,59.74,7,553,154
1,15,7,37.08,7,288,337
2,15,30,19.46,3,253,257
3,15,6,11.96,3,192,328
1,15,30,34.55,5,447,138
1,15,6,53.56,7,483,145
3,15,27,37.15,8,450,181
3,15,30,26.25,5,472,133
3,15,30,52.42,10,556,216
2,15,30,36.43,7,317,359
3,15,28,134.05,20,998,176
3,15,3,142.75,19,965,174
3,15,1,30.78,2,119,441
2,15,6,93.75,11,645,180
1,15,7,8.46,2,292,143
3,15,19,36.02,6,377,239
3,15,30,33.79,8,495,169
2,15,15,3.29,1,169,283
1,15,11,54.13,7,486,141
2,15,30,34.03,9,493,208
1,15,9,112.52,15,770,269
1,15,2,84.7,7,447,199
1,15,4,72.47,9,478,194
3,15,8,17.13,3,310,140
1,15,14,47.78,6,280,333
3,15,30,197.56,28,1396,229
3,15,18,7.99,1,174,190
3,15,30,154.83,25,1226,235
2,15,30,125.74,23,971,319
3,15,27,79.41,11,430,339
1,15,30,150.71,26,1278,242
3,15,9,109.3,17,917,176
3,15,17,13.98,2,309,127
1,15,10,105.06,18,954,206
1,15,30,83.56,15,812,134
1,15,1,80.2,13,676,263
3,15,14,87.45,16,792,248
1,15,4,37.5,7,405,204
2,15,23,103.18,16,842,172
1,15,2,91.04,12,718,155
1,15,10,32.27,6,434,176
3,15,30,57.37,9,343,338
1,15,21,70.05,11,552,294
3,15,4,29.57,4,370,149
2,15,6,66.14,11,488,367
2,15,9,38.19,6,375,223
3,15,7,13.57,3,319,139
1,15,6,83.42,13,697,148
1,15,30,21.69,3,149,334
1,15,30,139.59,20,1012,175
3,15,9,38.61,7,478,142
2,15,17,40.42,6,342,281
3,15,5,100.58,14,742,220
1,15,0,162.25,23,1119,192
2,15,0,12.69,2,208,173
1,15,1,5.99,1,112,240
1,15,30,43.7,8,592,141
2,15,30,70.49,10,522,241
1,15,30,24.71,4,323,181
1,15,9,92.75,14,661,294
1,15,23,33.86,5,443,211
1,15,5,18.15,4,321,240
3,15,16,73.14,12,561,267
2,15,1,20.78,5,328,302
3,15,30,124.39,15,783,238
3,15,12,73.09,11,569,232
3,15,3,31.32,5,305,308
3,15,16,69.1,9,476,338
2,15,8,82.29,11,489,361
3,15,30,112.22,17,927,221
3,15,30,46.46,6,429,188
2,15,13,111.74,18,840,336
2,15,30,16.05,3,390,161
1,15,15,55.32,7,262,426
1,15,2,43.72,6,193,388
3,15,26,41.27,9,454,189
2,15,6,46.93,6,372,233
3,15,8,103.01,19,946,251
1,15,27,54.8,9,532,181
3,15,30,47.24,8,482,216
3,15,30,73.36,11,659,187
1,15,28,52.49,8,514,150
2,15,30,78.67,12,689,158
3,15,10,107.88,17,902,164
1,15,14,77.32,12,631,238
1,15,30,25.06,4,226,288
3,15,12,49.02,8,478,251
3,15,2,54.88,8,551,156
2,15,17,72.68,11,582,286
2,15,7,82.65,13,747,138
1,15,13,101.13,15,753,182
2,15,24,21.95,4,335,174
2,15,30,65.88,8,466,220
1,15,7,102.81,16,778,163
3,15,30,194.7,23,1180,172
2,15,30,26.16,4,286,260
3,15,24,15.97,2,215,234
3,15,8,120.55,19,946,190
2,15,6,63.32,9,571,196
1,15,7,61.92,9,453,264
1,15,13,44.79,7,354,316
3,15,30,27.97,5,369,155
3,15,30,28.54,6,371,183
3,15,8,4.29,1,86383,402
1,15,30,109.4,19,952,148
1,15,30,107.42,16,708,272
2,15,0,9.78,2,212,211
1,15,9,48.91,10,484,218
3,15,2,76.21,11,602,193
1,15,17,38.02,7,358,294
3,15,18,4.19,1,197,217
3,15,13,67.2,13,672,158
2,15,30,64.07,10,477,259
3,15,2,200.13,30,1549,127
3,15,12,67.49,10,607,164
1,15,30,66.36,10,501,208
1,15,5,21.55,6,456,144
3,15,0,12.78,2,231,197
2,15,30,82.64,10,607,131
3,15,2,37.98,5,365,143
2,15,16,47.1,8,457,229
2,15,3,14.49,2,214,225
3,15,6,75.3,11,547,203
1,15,7,81.51,12,640,220
3,15,13,75.13,8,490,257
1,15,30,5.49,1,165,214
3,15,3,24.04,4,288,183
3,15,30,95.9,16,943,140
3,15,4,51.11,7,422,236
1,15,30,22.26,4,250,301
2,15,22,70.3,12,590,175
2,15,27,29.89,4,258,355
2,15,25,95.48,14,772,211
3,15,30,17.89,1,226,167
3,15,30,85.73,13,636,282
2,15,8,66.39,11,557,297
2,15,30,14.05,3,261,174
3,15,30,70.93,10,557,182
1,15,30,52.49,9,515,219
3,15,6,55.54,10,528,240
3,15,30,82.06,14,634,243
3,15,26,18.57,3,308,131
2,15,9,61.65,11,592,131
3,15,30,6.39,1,212,125
3,15,13,119.11,17,843,209
1,15,30,16.7,4,266,257
1,15,30,40.03,6,457,124
1,15,2,10.99,1,160,196
2,15,11,33.47,3,279,140
1,15,30,87.06,14,591,254
2,15,2,49.14,6,242,436
1,15,16,37.9,7,484,152
3,15,30,17.89,1,208,195
3,15,5,23.42,3,102,339
1,15,24,56.36,10,616,179
3,15,7,81.16,14,759,247
1,15,4,90.63,13,751,128
3,15,21,12.87,2,214,200
3,15,7,95.53,12,784,136
2,15,30,86.14,12,489,258
3,15,30,71.06,8,616,135
1,15,30,41.46,7,429,169
3,15,18,6.74,1,213,130
2,15,15,88.43,16,685,318
1,15,30,4.57,1,168,168
2,15,12,64.09,11,493,242
1,15,16,19.7,4,263,203
3,15,15,38.61,5,357,140
3,15,30,55.6,8,561,148
3,15,6,11.69,3,190,247
1,15,4,69.19,12,587,235
3,15,6,12.37,3,271,126
1,15,6,80.28,10,542,188
3,15,2,89.77,17,919,165
2,15,30,101.72,18,747,278
3,15,19,4.98,1,160,212
3,15,30,110.53,17,887,176
1,15,12,141.96,18,732,251
1,15,29,60.13,11,667,190
3,15,4,106.62,17,877,191
1,15,30,158.68,22,1085,204
1,15,18,65.57,9,554,194
1,15,30,55.34,8,578,157
1,15,13,69.92,11,643,164
2,15,30,81.75,12,711,177
1,15,27,38.58,7,401,243
3,15,2,41.24,9,477,239
1,15,14,14.38,2,308,131
3,15,28,61.57,10,707,127
2,15,18,19.88,4,358,178
1,15,5,44.13,7,459,210
2,15,30,60.03,9,468,229
1,15,13,27.05,8,477,215
1,15,8,142.35,19,902,283
3,15,4,64.04,12,665,193
3,15,4,31.73,5,293,239
2,15,30,129.35,20,979,162
2,15,30,47.38,8,449,208
1,15,30,28.85,7,319,337
3,15,23,81.25,15,717,265
1,15,30,58.44,12,687,143
3,15,6,86.2,10,540,274
3,15,27,28.74,5,307,300
3,15,30,87.7,14,778,126
1,15,30,86.92,14,737,164
3,15,30,48.28,7,425,204
2,15,2,58.19,8,486,248
1,15,17,150.73,21,1023,226
1,15,7,113.89,19,944,200
2,15,30,23.96,4,282,207
1,15,20,106.55,12,680,223
2,15,9,13.16,3,228,307
3,15,6,36.95,5,248,298
1,15,24,5.98,1,116,265
1,15,15,71.48,13,543,375
2,15,24,275.98,45,2138,127
3,15,0,34.39,8,452,229
3,15,5,32.12,6,338,286
1,15,6,151.39,25,1105,339
1,15,30,47.49,6,409,205
3,15,9,85.02,12,715,190
3,15,30,38.32,4,308,217
1,15,7,179.1,8,526,181
2,15,27,37.56,5,320,212
2,15,30,36.01,7,446,247
2,15,0,13.98,2,147,288
3,15,30,21.67,4,377,151
3,15,8,47.99,5,375,182
3,15,30,61.96,13,584,351
2,15,30,240.92,31,1355,311
1,15,5,41.01,5,255,339
2,15,30,24.63,4,324,160
1,15,30,82.74,10,363,552
1,15,14,29.13,4,263,232
3,15,30,152.56,21,1071,200
3,15,5,42.43,7,473,170
2,15,14,36.4,6,389,192
1,15,7,4.29,1,162,224
3,15,0,3.99,1,219,185
1,15,6,40.74,6,399,171
1,15,14,28.54,4,315,171
1,15,3,107.69,15,903,135
2,15,23,59.45,9,517,224
1,15,30,53.24,9,550,213
3,15,30,136.71,21,1010,223
2,15,23,48.32,8,452,193
3,15,16,60.0,12,717,199
2,15,8,41.08,8,491,202
3,15,10,54.71,8,568,140
1,15,7,120.54,16,741,281
1,15,30,71.5,13,781,167
3,15,30,27.96,4,270,236
3,15,19,17.16,3,326,155
1,15,6,44.97,7,419,160
3,15,0,34.2,5,341,170
3,15,22,29.15,5,372,189
3,15,22,23.11,4,344,195
3,15,30,5.99,1,103,299
1,15,7,172.86,36,1831,177
3,15,30,7.99,1,96,319
1,15,30,48.23,8,245,429
3,15,5,40.9,7,451,164
1,15,9,34.78,7,380,243
2,15,28,39.81,7,362,324
1,15,7,128.31,21,1129,198
3,15,22,94.07,13,677,205
3,15,30,114.47,22,1129,178
1,15,7,46.02,8,424,215
3,15,28,185.79,28,1321,186
1,15,16,57.58,12,685,150
2,15,8,60.52,14,699,222
1,15,14,45.52,6,314,282
1,15,30,29.71,5,362,167
1,15,8,96.91,12,653,240
2,15,5,16.37,3,355,134
3,15,30,45.13,7,543,155
3,15,30,30.76,6,408,187
3,15,27,75.28,10,423,389
2,15,2,65.73,9,518,257
2,15,8,9.27,2,267,164
1,15,12,26.52,5,356,206
3,15,30,33.4,6,365,193
3,15,27,104.55,18,938,129
1,15,30,17.1,3,345,131
2,15,2,79.36,12,693,200
3,15,6,212.78,26,1154,324
2,15,30,67.69,11,657,149
2,15,7,40.38,7,467,208
1,15,8,99.52,12,738,167
3,15,30,48.34,7,490,168
3,15,5,63.28,10,648,139
1,15,11,31.01,6,431,187
3,15,12,71.65,12,681,171
2,15,24,72.55,17,826,217
2,15,30,55.83,8,511,204
2,15,30,7.68,2,128,288
2,15,30,19.25,4,259,247
2,15,30,193.8,29,1401,153
3,15,27,15.38,2,312,171
1,15,20,176.37,26,1256,222
1,15,2,74.62,9,491,282
1,15,30,12.27,3,317,178
1,15,6,64.68,9,197,473
2,15,2,47.22,8,428,230
2,15,9,32.63,6,488,143
1,15,30,125.89,17,758,220
1,15,26,155.57,31,1527,155
3,15,11,140.29,18,960,132
1,15,13,61.83,11,506,390
3,15,8,45.35,5,360,243
1,15,30,28.84,6,361,187
3,15,14,23.03,4,294,196
1,15,5,120.8,16,803,227
1,15,25,156.57,23,1144,157
1,15,5,57.93,10,516,273
2,15,13,28.83,7,446,152
3,15,19,42.73,7,457,191
3,15,30,13.47,3,86394,464
2,15,10,41.4,8,560,205
3,15,8,66.33,11,580,256
1,15,30,169.88,21,1018,268
3,15,14,49.36,7,542,147
2,15,30,55.69,8,495,219
2,15,23,19.98,1,21,335
3,15,9,56.79,9,415,302
1,15,27,43.89,7,392,288
3,15,30,28.62,5,361,199
2,15,30,25.03,5,219,400
3,15,13,70.31,10,564,181
1,15,12,84.92,14,804,235
3,15,30,39.89,7,293,464
1,15,30,25.16,5,323,213
2,15,6,113.46,16,820,237
1,15,30,229.5,35,1591,263
2,15,0,94.18,9,345,367
2,15,7,119.87,22,899,320
3,15,14,133.14,23,1089,204
1,15,29,92.75,11,632,146
2,15,30,24.46,4,383,204
3,15,30,30.17,4,287,160
1,15,30,54.98,9,560,160
1,15,1,111.87,19,900,194
3,15,30,38.69,9,606,153
1,15,7,13.01,2,239,208
3,15,21,250.47,38,1631,409
3,15,6,335.16,33,1642,155
3,15,30,39.55,4,348,182
1,15,30,87.73,13,742,150
3,15,1,58.15,5,362,204
1,15,25,7.96,2,283,197
1,15,21,98.52,18,922,177
3,15,27,8.99,1,175,244
1,15,3,55.41,8,447,298
2,15,6,39.25,6,162,450
3,15,3,80.56,11,622,271
3,15,30,60.06,11,641,236
1,15,22,51.84,7,453,208
3,15,0,73.72,11,500,440
3,15,30,120.02,15,828,138
3,15,30,57.29,8,517,144
1,15,29,112.57,14,701,285
3,15,30,95.36,12,726,127
3,15,6,388.58,54,2557,195
1,15,7,50.47,9,512,267
2,15,30,56.74,9,536,203
1,15,30,116.72,12,714,162
2,15,30,100.27,14,895,138
3,15,3,17.46,3,271,193
2,15,13,109.9,16,798,199
3,15,7,217.37,30,1436,218
3,15,28,31.34,5,418,166
3,15,30,39.59,7,313,367
3,15,25,146.6,16,737,275
1,15,30,84.35,14,629,341
3,15,2,4.29,1,214,159
1,15,6,84.05,13,710,240
1,15,7,92.34,17,939,128
2,15,30,4.99,1,159,219
1,15,14,65.65,11,629,181
2,15,1,30.54,4,353,201
2,15,25,25.19,4,233,341
2,15,12,132.97,21,983,209
3,15,30,78.36,8,568,146
2,15,11,12.56,2,215,151
2,15,9,34.16,4,324,230
3,15,2,64.34,11,596,179
1,15,12,58.69,11,610,162
3,15,29,80.52,14,763,195
2,15,7,41.34,7,518,170
3,15,23,9.99,1,194,213
2,15,9,12.28,2,196,217
3,15,25,33.21,5,323,287
1,15,30,216.9,32,1390,338
2,15,20,12.37,3,286,191
1,15,2,16.25,3,130,438
2,15,11,65.64,10,567,157
2,15,30,52.42,6,519,135
3,15,3,42.9,7,402,174
1,15,6,18.37,3,159,354
2,15,22,85.27,14,777,219
3,15,22,28.87,6,333,221
3,15,14,158.24,27,1376,153
1,15,30,27.55,3,354,161
1,15,7,31.78,7,329,384
2,15,30,4.99,1,154,267
2,15,9,113.67,17,798,307
3,15,18,100.72,14,524,393
3,15,5,12.55,2,225,239
2,15,22,45.33,6,308,323
3,15,19,134.98,2,326,125
2,15,30,50.55,6,333,255
1,15,12,41.51,3,55,551
1,15,10,103.63,17,1040,127
3,15,30,136.56,21,895,366
1,15,30,28.62,7,427,177
1,15,14,64.48,9,153,708
1,15,21,109.19,19,946,223
1,15,1,34.62,7,507,132
2,15,2,22.88,4,284,232
1,15,30,47.79,8,524,154
1,15,30,3.89,1,145,265
3,15,7,90.47,12,530,310
3,15,6,25.45,4,340,146
1,15,29,55.6,9,662,124
3,15,13,73.75,12,698,191
1,15,3,121.02,14,763,157
1,15,19,104.35,17,719,346
3,15,29,6.4,2,203,249
3,15,30,38.02,6,348,266
1,16,6,178.29,24,1072,346
2,16,13,69.51,9,557,139
3,16,22,190.74,25,1362,220
1,16,30,43.84,7,491,244
1,16,4,6.39,1,148,265
3,16,30,48.32,8,489,187
1,16,6,33.42,9,491,216
1,16,18,316.81,47,2268,228
3,16,13,32.51,5,387,209
1,16,3,33.72,6,133,460
2,16,2,155.01,22,971,227
2,16,30,50.24,6,377,207
3,16,6,119.26,17,1006,144
2,16,17,13.35,3,184,291
3,16,30,153.64,25,1260,220
3,16,13,98.36,17,504,565
1,16,19,4.89,1,215,172
1,16,17,80.77,13,759,198
2,16,9,48.02,7,482,178
2,16,7,110.68,9,663,160
1,16,28,170.44,26,1336,144
3,16,8,17.18,2,239,212
1,16,3,37.28,8,504,184
3,16,30,22.09,5,203,344
3,16,28,6.49,1,266,160
2,16,4,32.95,5,317,259
3,16,8,47.3,8,314,401
1,16,3,63.6,9,334,366
3,16,30,41.43,7,547,184
3,16,27,180.12,29,1405,177
1,16,30,43.5,6,412,197
2,16,30,75.17,12,713,205
2,16,30,18.48,2,197,246
1,16,12,15.55,3,145,329
1,16,30,122.19,21,1101,284
2,16,16,66.1,10,490,325
3,16,30,132.31,16,721,305
1,16,17,121.95,20,987,205
2,16,14,173.36,18,949,184
1,16,30,60.2,11,741,135
1,16,0,142.55,20,985,232
3,16,5,80.46,14,572,340
3,16,7,74.75,11,731,183
1,16,30,11.48,2,323,132
1,16,30,22.47,3,379,143
3,16,14,37.39,3,203,235
3,16,4,63.93,7,284,289
3,16,30,63.05,11,739,155
3,16,30,78.18,12,735,149
1,16,6,49.31,8,445,206
1,16,30,144.21,24,1010,322
1,16,30,28.47,6,463,189
2,16,20,25.06,4,404,164
2,16,10,25.4,4,219,305
3,16,26,103.11,15,755,260
1,16,2,108.65,17,803,314
1,16,12,81.84,12,631,262
3,16,4,14.57,3,290,212
1,16,30,67.19,12,710,143
1,16,12,42.74,6,372,252
1,16,13,267.28,43,1858,398
2,16,30,36.84,4,349,141
1,16,3,265.55,44,1959,206
2,16,10,46.23,7,416,248
3,16,10,35.4,7,502,180
1,16,20,152.64,24,1189,189
1,16,30,144.97,23,1048,297
3,16,30,45.7,8,451,206
3,16,2,101.34,14,767,232
3,16,3,79.38,11,673,190
3,16,30,128.28,19,901,327
3,16,7,58.08,9,484,317
1,16,8,68.85,8,449,288
3,16,13,106.0,9,415,404
3,16,10,17.15,4,214,263
1,16,30,126.22,15,753,285
2,16,14,81.29,15,677,324
3,16,30,79.12,14,637,348
2,16,12,105.86,17,967,133
1,16,30,88.34,13,695,226
3,16,16,21.85,5,406,195
2,16,17,83.99,15,706,312
3,16,30,58.35,9,388,380
1,16,15,120.0,18,881,194
3,16,7,32.79,4,307,172
3,16,1,14.48,2,127,282
3,16,13,34.74,4,280,225
3,16,12,142.19,22,1033,190
3,16,0,136.08,21,1131,172
2,16,16,36.76,3,274,152
1,16,30,92.32,19,958,219
1,16,30,17.19,2,191,259
1,16,2,105.93,15,692,309
3,16,0,45.72,10,293,597
1,16,7,58.64,9,543,218
3,16,28,287.85,5,458,154
2,16,8,72.88,14,821,148
1,16,7,112.02,17,794,237
3,16,21,130.9,19,861,351
1,16,30,31.98,3,362,146
3,16,2,32.76,6,500,137
1,16,17,68.25,11,582,210
1,16,30,32.24,5,429,139
3,16,30,63.97,10,462,329
3,16,15,121.97,19,978,204
1,16,30,56.74,7,169,583
2,16,14,76.02,9,520,267
1,16,28,111.66,16,843,197
1,16,4,215.23,30,1407,261
2,16,9,33.22,6,356,274
3,16,5,44.28,7,501,147
3,16,21,42.85,5,303,277
2,16,30,62.42,10,555,157
2,16,30,51.06,9,510,179
3,16,12,81.97,16,726,311
3,16,30,94.07,11,559,229
3,16,9,101.04,14,736,230
1,16,30,20.94,5,314,299
3,16,2,35.21,5,283,329
3,16,5,74.79,7,450,235
3,16,6,71.43,10,616,169
3,16,30,13.98,2,287,180
1,16,7,19.98,2,172,308
2,16,15,76.82,12,686,152
3,16,15,60.64,10,621,141
1,16,17,4.99,1,131,274
2,16,18,12.87,2,304,164
1,16,11,107.35,16,865,175
3,16,20,41.9,7,586,139
1,16,1,54.0,5,390,180
3,16,13,37.14,8,553,165
3,16,10,98.99,15,746,337
1,16,1,80.12,12,656,186
3,16,5,135.0,21,866,243
1,16,21,23.77,6,400,204
3,16,7,157.76,23,1156,161
3,16,9,45.72,9,457,250
1,16,30,31.32,5,326,250
3,16,30,21.77,2,291,155
2,16,18,4.19,1,121,297
1,16,17,30.53,6,379,212
1,16,10,96.44,16,805,254
2,16,5,56.02,9,576,130
1,16,29,117.4,19,987,135
2,16,30,134.14,18,1030,198
3,16,17,154.01,20,1019,237
1,16,3,50.26,9,653,132
3,16,24,7.99,1,178,169
